BLOCKID|COUNTYFP|DISTRICT
240037402031015|003|02-023
240037402031016|003|02-023
240037402031017|003|02-023
240037402031018|003|02-023
240037402031019|003|02-024
240037402031020|003|02-024
240037402031021|003|02-023
240037402031022|003|02-023
240037402031023|003|02-023
240037402031024|003|02-023
240037402032000|003|02-021
240037402032001|003|02-021
240037402032002|003|02-024
240037402032003|003|02-024
240037402032004|003|02-024
240037402032005|003|02-024
240037402032006|003|02-024
240037402032007|003|02-021
240037402032008|003|02-021
240037402032009|003|02-021
240037402032010|003|02-021
240037402032011|003|02-021
240037402032012|003|02-021
240037402033000|003|02-021
240037402033001|003|02-021
240037402033002|003|02-021
240037402033003|003|02-021
240037402033004|003|02-021
240037402033005|003|02-021
240037402033006|003|02-021
240037402033007|003|02-021
240037402033008|003|02-021
240037402033009|003|02-021
240037402033010|003|02-021
240037402033011|003|02-009
240037402033012|003|02-021
240037402033013|003|02-021
240037402041000|003|02-009
240037402041001|003|02-009
240037402042000|003|02-007
240037402042001|003|02-007
240037402042002|003|02-004
240037402042003|003|02-004
240037402042004|003|02-004
240037402042005|003|02-009
240037402042006|003|02-009
240037402042007|003|02-004
240037402042008|003|02-004
240037402043000|003|02-009
240037402043001|003|02-009
240037402043002|003|02-009
240037402043003|003|02-009
240037402043004|003|02-009
240037402043005|003|02-009
240037402043006|003|02-009
240037402043007|003|02-009
240037402043008|003|02-009
240037402043009|003|02-009
240037402043010|003|02-009
240037402043011|003|02-009
240037402043012|003|02-009
240037402043013|003|02-009
240037402051000|003|02-007
240037402051001|003|02-007
240037402051002|003|02-007
240037402051003|003|02-007
240037402051004|003|02-007
240037402051005|003|02-003
240037402051006|003|02-003
240037402051007|003|02-003
240037402051008|003|02-003
240037402051009|003|02-003
240037402052000|003|02-003
240037402052001|003|02-003
240037402052002|003|02-003
240037402052003|003|02-003
240037402052004|003|02-003
240037402052005|003|02-003
240037402052006|003|02-003
240037402052007|003|02-003
240037402052008|003|02-003
240037402052009|003|02-003
240037402052010|003|02-003
240037402052011|003|02-003
240037402052012|003|02-003
240037402052013|003|02-003
240037402052014|003|02-003
240037402052015|003|02-003
240037402052016|003|02-003
240037402052017|003|02-003
240037402052018|003|02-003
240037402052019|003|02-003
240037402052020|003|02-003
240037402052021|003|02-003
240037402052022|003|02-003
240037402052023|003|02-003
240037403031000|003|02-024
240037403031001|003|02-024
240037403031002|003|02-001
240037403031003|003|02-001
240037403031004|003|02-001
240037403031005|003|02-001
240037403031006|003|02-001
240037403031007|003|02-024
240037403031008|003|02-024
240037403031009|003|02-024
240037403031010|003|02-024
240037403031011|003|02-024
240037403031012|003|02-023
240037403031013|003|02-023
240037403031014|003|02-001
240037403032000|003|02-023
240037403032001|003|02-023
240037403032002|003|02-023
240037403032003|003|02-023
240037403032004|003|02-023
240037403032005|003|02-023
240037403032006|003|02-023
240037403032007|003|02-023
240037403032008|003|02-023
240037403032009|003|02-023
240037403032010|003|02-023
240037403032011|003|02-023
240037403032012|003|02-023
240037403032013|003|02-023
240037403032014|003|02-023
240037403032015|003|02-023
240037403032016|003|02-023
240037403032017|003|02-023
240037403032018|003|02-023
240037403032019|003|02-023
240037403032020|003|02-023
240037403032021|003|02-023
240037403032022|003|02-023
240037403032023|003|02-023
240037403032024|003|02-023
240037403032025|003|02-023
240037403032026|003|02-023
240037403032027|003|04-026
240037403032028|003|04-026
240037403032029|003|04-002
240037403041000|003|04-002
240037403041001|003|04-002
240037403041002|003|04-002
240037403041003|003|04-002
240037403041004|003|02-023
240037403042000|003|04-002
240037403042001|003|04-002
240037403042002|003|04-002
240037403042003|003|04-002
240037403042004|003|04-002
240037403042005|003|04-002
240037403042006|003|04-002
240037403042007|003|04-002
240037403042008|003|04-002
240037403042009|003|04-012
240037403042010|003|04-002
240037403042011|003|04-002
240037403042012|003|04-012
240037403042013|003|04-013
240037403042014|003|04-013
240037403042015|003|04-013
240037403043000|003|04-002
240037403043001|003|04-002
240037403043002|003|04-002
240037403043003|003|04-026
240037403043004|003|04-026
240037403043005|003|04-026
240037403043006|003|04-026
240037403043007|003|04-026
240037403043008|003|04-026
240037403043009|003|04-026
240037403043010|003|04-026
240037403043011|003|04-026
240037403043012|003|04-026
240037403043013|003|04-026
240037403043014|003|04-026
240037403043015|003|04-002
240037403043016|003|04-026
240037403043017|003|04-002
240037403043018|003|04-002
240037403043019|003|04-002
240037403043020|003|04-002
240037403043021|003|04-012
240037403043022|003|04-026
240037403043023|003|04-026
240037403043024|003|04-026
240037403043025|003|04-026
240037403043026|003|04-026
240037403043027|003|04-020
240037403043028|003|04-012
240037403043029|003|04-012
240037403043030|003|04-012
240037403043031|003|04-026
240037403043032|003|04-026
240037403043033|003|04-026
240037403043034|003|04-026
240037403043035|003|04-002
240037403043036|003|04-026
240037403043037|003|04-002
240037403043038|003|04-002
240037403043039|003|04-012
240037403043040|003|04-012
240037403043041|003|04-012
240037403051000|003|04-007
240037403051001|003|04-007
240037403051002|003|04-007
240037403051003|003|04-007
240037403051004|003|04-007
240037403051005|003|04-007
240037403051006|003|04-007
240037403051007|003|04-007
240037403051008|003|04-007
240037403051009|003|04-007
240037403051010|003|04-007
240037403052000|003|01-026
240037403052001|003|01-026
240037403052002|003|01-026
240037403052003|003|01-026
240037403052004|003|01-026
240037403053000|003|04-024
240037403053001|003|01-026
240037403053002|003|04-024
240037403053003|003|04-024
240037403053004|003|04-024
240037403053005|003|04-024
240037403053006|003|04-024
240037403053007|003|04-024
240037403053008|003|04-024
240037403053009|003|04-024
240037403053010|003|04-024
240037403053011|003|04-024
240037403053012|003|04-024
240037403054000|003|04-024
240037403054001|003|04-024
240037403054002|003|04-024
240037403054003|003|04-024
240037403055000|003|04-019
240037403055001|003|04-019
240037403055002|003|04-019
240037403055003|003|04-019
240037403055004|003|04-019
240037403055005|003|04-019
240037403055006|003|04-019
240037403055007|003|04-019
240037403055008|003|04-019
240037404001000|003|01-023
240037404001001|003|01-023
240037404001002|003|01-023
240037404001003|003|01-023
240037404001004|003|01-023
240037405011000|003|04-006
240037405011001|003|04-006
240037405011002|003|04-009
240037405011003|003|04-006
240037405011004|003|04-006
240037405011005|003|04-006
240037405011006|003|04-006
240037405011007|003|04-006
240037405011008|003|04-006
240037405012000|003|04-009
240037405012001|003|04-009
240037405012002|003|04-001
240037405012003|003|04-001
240037405012004|003|04-001
240037405012005|003|04-001
240037405012006|003|04-001
240037405012007|003|04-001
240037405012008|003|04-001
240037405012009|003|04-001
240037405012010|003|04-001
240037405012011|003|04-009
240037405012012|003|04-009
240037405012013|003|04-009
240037405012014|003|04-009
240037405012015|003|04-001
240037405012016|003|04-001
240037405013000|003|04-006
240037405013001|003|04-006
240037405013002|003|04-006
240037405013003|003|04-006
240037405013004|003|04-006
240037405021000|003|04-006
240037405021001|003|04-006
240037405021002|003|04-006
240037405021003|003|04-006
240037405021004|003|04-006
240037405021005|003|04-006
240037405021006|003|04-006
240037405021007|003|04-006
240037405021008|003|04-006
240037405021009|003|04-006
240037405022000|003|04-009
240037405022001|003|04-009
240037405022002|003|04-009
240037405022003|003|04-009
240037405022004|003|04-009
240037405022005|003|04-009
240037405022006|003|04-009
240037405022007|003|04-009
240037405022008|003|04-009
240037405022009|003|04-009
240037405022010|003|04-009
240037405022011|003|04-009
240037405022012|003|04-009
240037405022013|003|04-009
240037405022014|003|04-009
240037405022015|003|04-009
240037405022016|003|04-009
240037405022017|003|04-009
240037405022018|003|04-009
240037405022019|003|04-009
240037405023000|003|01-023
240037405023001|003|01-023
240037405023002|003|01-023
240037405023003|003|01-023
240037405023004|003|01-023
240037405023005|003|04-009
240037405023006|003|04-009
240037405023007|003|04-009
240037405023008|003|04-009
240037405023009|003|04-009
240037405023010|003|04-009
240037405023011|003|04-009
240037405023012|003|04-009
240037406011000|003|01-023
240037406011001|003|01-023
240037406011002|003|01-023
240037406011003|003|01-023
240037406011004|003|04-007
240037406011005|003|04-007
240037406011006|003|04-007
240037406011007|003|04-007
240037406011008|003|04-007
240037406011009|003|04-007
240037406011010|003|04-007
240037406011011|003|04-007
240037406011012|003|04-007
240037406011013|003|04-007
240037406011014|003|01-023
240037406012000|003|01-023
240037406012001|003|01-023
240037406012002|003|01-023
240037406012003|003|01-023
240037406012004|003|01-023
240037406012005|003|01-023
240037406012006|003|01-023
240037406012007|003|01-023
240037406012008|003|01-023
240037406012009|003|01-023
240037406012010|003|01-023
240037406012011|003|01-023
240037406012012|003|01-023
240037406012013|003|01-023
240037406012014|003|01-023
240037406012015|003|01-023
240037406012016|003|04-007
240037406012017|003|04-007
240037406012018|003|04-007
240037406012019|003|04-007
240037406012020|003|04-007
240037406012021|003|04-007
240037406012022|003|04-007
240037406012023|003|04-007
240037406012024|003|04-007
240037406012025|003|04-007
240037406012026|003|04-007
240037406012027|003|04-007
240037406012028|003|04-007
240037406012029|003|04-007
240037406012030|003|04-007
240037406012031|003|04-007
240037406012032|003|04-007
240037406012033|003|04-007
240037406012034|003|04-007
240037406012035|003|04-007
240037406012036|003|04-007
240037406012037|003|01-023
240037406012038|003|01-023
240037406021000|003|04-007
240037406021001|003|04-007
240037406021002|003|04-007
240037406021003|003|04-007
240037406021004|003|04-007
240037406021005|003|04-007
240037406021006|003|04-007
240037406021007|003|04-007
240037406021008|003|04-007
240037406021009|003|04-007
240037406021010|003|04-007
240037406021011|003|04-007
240037406021012|003|04-007
240037406021013|003|04-007
240037406021014|003|04-007
240037406021015|003|04-007
240037406021016|003|04-007
240037406022000|003|04-007
240037406022001|003|04-007
240037406022002|003|04-007
240037406022003|003|04-007
240037406022004|003|04-007
240037406022005|003|04-007
240037406022006|003|04-007
240037406022007|003|04-007
240037406022008|003|04-007
240037406022009|003|04-007
240037406022010|003|04-007
240037406022011|003|04-007
240037406023000|003|04-007
240037406023001|003|04-007
240037406023002|003|04-007
240037406023003|003|04-007
240037406023004|003|04-007
240037406023005|003|04-007
240037406031000|003|04-020
240037406031001|003|04-020
240037406031002|003|04-020
240037406031003|003|04-020
240037406031004|003|04-020
240037406031005|003|04-020
240037406031006|003|04-020
240037406031007|003|04-020
240037406031008|003|04-025
240037406031009|003|04-025
240037406031010|003|04-025
240037406031011|003|04-025
240037406031012|003|04-099
240037406031013|003|04-099
240037406031014|003|04-018
240037406031015|003|04-010
240037406031016|003|04-099
240037406031017|003|04-018
240037406032000|003|01-026
240037406032001|003|04-007
240037406032002|003|04-007
240037406032003|003|04-007
240037406032004|003|04-007
240037406032005|003|04-007
240037406032006|003|04-007
240037406032007|003|04-007
240037406032008|003|04-007
240037406032009|003|04-007
240037406032010|003|04-007
240037406032011|003|04-007
240037406032012|003|04-007
240037406032013|003|04-007
240037406032014|003|04-007
240037406032015|003|04-007
240037406032016|003|04-007
240037406032017|003|04-007
240037406032018|003|04-007
240037406032019|003|04-007
240037406032020|003|04-007
240037406032021|003|04-007
240037406032022|003|04-007
240037406032023|003|04-007
240037406032024|003|04-007
240037406032025|003|04-007
240037406032026|003|04-007
240037406032027|003|04-007
240037406032028|003|04-007
240037406032029|003|04-007
240037406032030|003|04-007
240037406032031|003|04-007
240037406032032|003|04-007
240037406032033|003|04-007
240037406032034|003|04-007
240037406032035|003|04-007
240037406032036|003|04-007
240037406032037|003|04-007
240037406032038|003|04-007
240037406032039|003|04-007
240037406032040|003|04-007
240037406032041|003|04-007
240037406032042|003|04-007
240037406032043|003|04-007
240037406032044|003|04-007
240037406032045|003|04-007
240037406032046|003|04-007
240037406032047|003|04-007
240037406032048|003|04-007
240037406032049|003|04-007
240037406032050|003|04-007
240037406032051|003|04-007
240037406032052|003|04-007
240037406032053|003|04-007
240037406032054|003|04-007
240037406032055|003|04-007
240037406032056|003|04-007
240037406032057|003|04-020
240037406032058|003|04-020
240037406032059|003|04-007
240037406032060|003|04-007
240037406032061|003|04-007
240037406032062|003|04-007
240037406032063|003|04-007
240037406032064|003|04-007
240037406032065|003|04-007
240037406032066|003|04-007
240037406032067|003|04-007
240037406032068|003|04-007
240037406032069|003|04-026
240037406032070|003|04-007
