BLOCKID|PLACEFP
240378754002022|46475
240378754002023|46475
240378754002024|46475
240378754003000|
240378754003001|
240378754003002|
240378754003003|
240378754003004|
240378754003005|
240378754003006|
240378754003007|
240378754003008|
240378754003009|
240378754003010|
240378754003011|
240378754003012|
240378754003013|
240378754003014|
240378754003015|
240378754003016|
240378754003017|
240378754003018|
240378754003019|
240378754003020|
240378754003021|
240378754004000|
240378754004001|
240378754004002|
240378754004003|
240378754004004|
240378754004005|
240378754004006|
240378754004007|
240378754004008|
240378754004009|
240378754004010|
240378754004011|
240378754004012|
240378754004013|
240378754004014|
240378754004015|
240378754004016|
240378754004017|
240378754004018|
240378754004019|
240378754004020|
240378754004021|
240378754004022|
240378754004023|
240378754004024|
240378754004025|
240378754004026|
240378754004027|
240378754004028|
240378754004029|
240378754004030|
240378754004031|
240378754004032|
240378754004033|
240378754004034|
240378754004035|
240378754004036|
240378754004037|
240378754004038|
240378754004039|
240378754004040|
240378754004041|
240378754004042|
240378754004043|
240378754004044|
240378754004045|46475
240378754004046|46475
240378754004047|
240378754004048|
240378754004049|
240378754004050|
240378754004051|
240378754004052|
240378754004053|
240378754004054|
240378754004055|
240378754004056|
240378755011000|84784
240378755011001|84784
240378755011002|84784
240378755011003|84784
240378755011004|84784
240378755011005|
240378755011006|
240378755011007|
240378755011008|
240378755011009|
240378755011010|
240378755011011|
240378755011012|
240378755011013|
240378755011014|
240378755011015|46475
240378755011016|
240378755011017|
240378755011018|
240378755011019|
240378755011020|
240378755011021|
240378755011022|46475
240378755011023|
240378755011024|46475
240378755011025|46475
240378755011026|
240378755011027|
240378755011028|
240378755011029|
240378755011030|
240378755011031|
240378755011032|
240378755011033|
240378755011034|
240378755011035|
240378755011036|
240378755011037|
240378755011038|
240378755011039|
240378755011040|
240378755011041|
240378755011042|84784
240378755011043|84784
240378755011044|84784
240378755012000|
240378755012001|
240378755012002|
240378755012003|
240378755012004|
240378755012005|
240378755012006|
240378755012007|
240378755012008|46475
240378755012009|
240378755012010|
240378755012011|
240378755012012|
240378755012013|84784
240378755012014|84784
240378755012015|84784
240378755012016|84784
240378755012017|84784
240378755012018|84784
240378755012019|84784
240378755012020|84784
240378755012021|84784
240378755012022|84784
240378755012023|84784
240378755012024|84784
240378755012025|84784
240378755012026|84784
240378755012027|84784
240378755012028|84784
240378755012029|84784
240378755012030|
240378755012031|84784
240378755012032|84784
240378755012033|84784
240378755012034|84784
240378755012035|84784
240378755012036|84784
240378755012037|84784
240378755012038|84784
240378755012039|84784
240378755012040|84784
240378755012041|84784
240378755012042|84784
240378755012043|84784
240378755012044|84784
240378755012045|84784
240378755012046|84784
240378755012047|
240378755012048|84784
240378755012049|84784
240378755012050|84784
240378755012051|84784
240378755012052|
240378755012053|
240378755012054|
240378755012055|84784
240378755012056|84784
240378755012057|84784
240378755012058|84784
240378755021000|
240378755021001|
240378755021002|
240378755021003|
240378755021004|
240378755021005|
240378755021006|
240378755021007|
240378755021008|
240378755021009|
240378755021010|
240378755021011|
240378755021012|46475
240378755021013|46475
240378755021014|46475
240378755021015|46475
240378755021016|46475
240378755021017|46475
240378755021018|46475
240378755021019|46475
240378755021020|46475
240378755021021|46475
240378755021022|46475
240378755021023|46475
240378755021024|46475
240378755021025|46475
240378755021026|46475
240378755021027|46475
240378755021028|46475
240378755021029|46475
240378755021030|46475
240378755021031|46475
240378755021032|46475
240378755021033|46475
240378755021034|46475
240378755021035|46475
240378755021036|46475
240378755021037|46475
240378755021038|46475
240378755021039|46475
240378755021040|46475
240378755021041|46475
240378755021042|46475
240378755021043|46475
240378755021044|
240378755021045|46475
240378755021046|46475
240378755021047|
240378755021048|
240378755021049|
240378755021050|46475
240378755021051|46475
240378755021052|46475
240378755021053|46475
240378755021054|46475
240378755021055|46475
240378755021056|
240378755021057|46475
240378755021058|
240378755021059|
240378755021060|
240378755021061|
240378755021062|46475
240378755021063|46475
240378755021064|46475
240378755021065|
240378755021066|46475
240378755021067|46475
240378755021068|46475
240378755021069|46475
240378755021070|46475
240378755021071|46475
240378755021072|46475
240378755022000|
240378755022001|
240378755022002|
240378755022003|
240378755022004|
240378755022005|
240378755022006|
240378755022007|
240378755022008|
240378755022009|
240378755022010|
240378755022011|
240378755022012|
240378755022013|
240378755022014|
240378755022015|
240378756011000|
240378756011001|
240378756011002|
240378756011003|
240378756011004|
240378756011005|
240378756011006|
240378756011007|
240378756011008|
240378756011009|
240378756011010|
240378756011011|
240378756011012|
240378756012000|
240378756012001|
240378756012002|
240378756012003|
240378756012004|
240378756012005|
240378756012006|
240378756012007|
240378756012008|
240378756012009|
240378756012010|
240378756021000|84784
240378756021001|84784
240378756021002|84784
240378756021003|84784
240378756021004|84784
240378756022000|84784
240378756022001|84784
240378756022002|84784
240378756022003|84784
240378756022004|84784
240378756022005|84784
240378756022006|84784
240378756022007|84784
240378756023000|
240378756023001|
240378756023002|
240378756023003|
240378756023004|
240378756023005|
240378756023006|
240378756023007|
240378756023008|
240378756023009|
240378756023010|
240378756023011|
240378756023012|
240378756023013|
240378756023014|
240378756023015|
240378756023016|
240378756023017|
240378756023018|
240378756023019|
240378756023020|
240378756023021|
240378756023022|
240378756023023|
240378756023024|
240378756023025|84784
240378756023026|84784
240378756023027|84784
240378756023028|84784
240378756023029|84784
240378756023030|84784
240378756023031|84784
240378756023032|84784
240378756023033|84784
240378756023034|84784
240378756023035|84784
240378756023036|84784
240378756023037|84784
240378756023038|84784
240378756023039|
240378756023040|84784
240378756023041|
240378756023042|
240378756023043|
240378756023044|
240378756024000|
240378756024001|
240378756024002|
240378756024003|
240378756024004|
240378756024005|
240378756024006|
240378756024007|
240378756024008|
240378756024009|
240378756024010|
240378756024011|
240378756024012|
240378756024013|
240378756024014|
240378757001000|
240378757001001|
240378757001002|
240378757001003|
240378757001004|
240378757001005|
240378757001006|
240378757001007|
240378757001008|
240378757001009|
240378757001010|
240378757001011|
240378757001012|
240378757001013|
240378757001014|
240378757001015|
240378757001016|
240378757001017|
240378757001018|
240378757001019|
240378757001020|
240378757001021|
240378757001022|
240378757002000|
240378757002001|
240378757002002|
240378757002003|
240378757002004|
240378757002005|
240378757002006|
240378757002007|
240378757002008|
240378757002009|
240378757002010|
240378757002011|
240378757002012|
240378757002013|
240378757002014|
240378757002015|
240378757002016|
240378757002017|
240378757002018|
240378757002019|
240378757002020|
240378757002021|
240378757002022|
240378757002023|
240378757002024|
240378757002025|
240378757002026|
240378757003000|
240378757003001|
240378757003002|
240378757003003|
240378757003004|
240378757003005|
240378757003006|
240378757003007|
240378757003008|
240378757003009|
240378757003010|
240378757003011|
240378757003012|
240378757003013|
240378757003014|
240378757003015|
240378757003016|
240378757003017|
240378757003018|
240378757003019|
240378757003020|
240378757003021|
240378757003022|
240378758031000|
240378758031001|
240378758031002|
240378758031003|
240378758031004|
240378758031005|
240378758031006|
240378758031007|
240378758031008|
240378758031009|
240378758031010|
240378758031011|
240378758031012|
240378758031013|
240378758031014|
240378758031015|
240378758031016|
240378758031017|
240378758031018|
240378758031019|
240378758031020|
240378758031021|
240378758031022|
240378758031023|
240378758031024|
240378758031025|
240378758031026|
240378758031027|
240378758031028|
240378758031029|
240378758031030|
240378758031031|12150
240378758031032|12150
240378758031033|12150
240378758031034|12150
240378758031035|12150
240378758031036|12150
240378758031037|12150
240378758031038|
240378758031039|
240378758031040|
240378758031041|
240378758031042|
240378758031043|
240378758031044|
240378758031045|
240378758031046|
240378758031047|
240378758031048|
240378758031049|
240378758031050|
240378758031051|
240378758031052|
240378758031053|
240378758031054|
240378758031055|
240378758031056|
240378758031057|
240378758031058|
240378758031059|
240378758031060|
240378758031061|46725
240378758031062|
240378758031063|
240378758032000|12150
240378758032001|12150
240378758032002|12150
240378758032003|12150
240378758032004|12150
240378758032005|12150
240378758032006|12150
240378758032007|12150
240378758032008|12150
240378758032009|12150
240378758032010|12150
240378758032011|12150
240378758032012|12150
240378758032013|12150
240378758032014|12150
240378758033000|12150
240378758033001|12150
240378758033002|12150
240378758033003|12150
240378758033004|12150
240378758033005|12150
240378758033006|12150
240378758033007|12150
240378758033008|12150
240378758033009|12150
240378758033010|12150
240378758033011|12150
240378758033012|12150
240378758033013|12150
240378758033014|12150
240378758033015|12150
240378758033016|12150
240378758033017|12150
240378758034000|12150
240378758034001|12150
240378758034002|12150
240378758034003|12150
240378758034004|12150
240378758034005|12150
240378758034006|12150
240378758034007|12150
240378758034008|12150
240378758034009|12150
240378758034010|
240378758034011|12150
240378758034012|12150
240378758034013|12150
240378758034014|12150
240378758034015|12150
240378759031000|46725
240378759031001|46725
240378759031002|46725
240378759031003|46725
240378759031004|46725
240378759031005|46725
240378759031006|46725
240378759031007|46725
240378759031008|46725
240378759031009|46725
240378759031010|46725
240378759031011|46725
240378759031012|46725
240378759032000|46725
240378759032001|46725
240378759032002|46725
240378759032003|46725
240378759032004|46725
240378759041000|
240378759041001|
240378759041002|
240378759041003|
240378759041004|
240378759041005|
240378759041006|
240378759041007|
240378759041008|
240378759041009|
240378759041010|
240378759041011|
240378759041012|
240378759041013|
240378759041014|
240378759041015|
240378759041016|
240378759041017|
240378759041018|
240378759041019|
240378759041020|
240378759041021|
240378759041022|
240378759041023|
240378759041024|
240378759041025|
240378759041026|
240378759041027|
240378759042000|
240378759042001|
240378759042002|
240378759042003|
240378759042004|
240378759042005|
240378759042006|
240378759042007|
240378759042008|
240378759042009|
240378759042010|
240378759042011|
240378759051000|
240378759051001|
240378759051002|
240378759051003|
240378759051004|46725
240378759051005|46725
240378759051006|46725
240378759051007|46725
240378759051008|46725
240378759051009|
240378759051010|
240378759051011|
240378759051012|
240378759051013|
240378759051014|
240378759052000|
240378759052001|
240378759052002|46725
240378759052003|46725
240378759052004|46725
240378759052005|46725
240378759061000|46725
240378759061001|46725
240378759061002|46725
240378759061003|46725
240378759061004|46725
240378759061005|46725
240378759061006|46725
240378759061007|46725
240378759061008|46725
240378759061009|46725
240378759061010|46725
240378759061011|46725
240378759061012|46725
240378759061013|46725
240378759061014|46725
240378759061015|46725
240378759061016|46725
240378759061017|46725
240378759061018|46725
240378759061019|46725
240378759061020|46725
240378759061021|46725
240378759061022|46725
240378759061023|46725
240378759061024|46725
240378759062000|46725
240378759062001|46725
240378759062002|46725
240378759062003|46725
240378759062004|46725
240378759062005|
240378759062006|
240378759062007|
240378759062008|
240378759062009|46725
240378759062010|46725
240378759062011|46725
240378759062012|
240378759062013|
240378759062014|
240378759062015|46725
240378759062016|46725
240378759062017|46725
240378759062018|46725
240378759062019|46725
240378760011000|46725
240378760011001|46725
240378760011002|46725
240378760011003|46725
240378760011004|46725
240378760011005|46725
240378760011006|46725
240378760011007|46725
240378760011008|46725
240378760011009|46725
240378760011010|46725
240378760011011|46725
240378760011012|46725
240378760011013|46725
240378760011014|46725
240378760011015|46725
240378760011016|46725
240378760011017|46725
240378760012000|46725
240378760012001|46725
240378760012002|46725
240378760012003|46725
240378760012004|46725
240378760012005|46725
240378760012006|46725
240378760012007|46725
240378760012008|46725
240378760012009|46725
240378760013000|12150
240378760013001|12150
240378760013002|12150
240378760013003|12150
240378760013004|12150
240378760013005|12150
240378760013006|12150
240378760013007|12150
240378760013008|12150
240378760013009|12150
240378760013010|
240378760013011|
240378760031000|12150
240378760031001|12150
240378760031002|12150
240378760031003|12150
240378760031004|12150
240378760031005|12150
240378760031006|
240378760031007|
240378760031008|
240378760031009|
240378760031010|
240378760031011|
240378760031012|
240378760031013|
240378760031014|
240378760031015|
240378760031016|
240378760031017|
240378760031018|
240378760031019|
240378760031020|
240378760031021|
240378760031022|
240378760031023|
240378760031024|
240378760031025|
240378760031026|
240378760031027|
240378760031028|
240378760031029|
240378760032000|
240378760032001|
240378760032002|
240378760032003|
240378760032004|
240378760032005|
240378760032006|
240378760032007|
240378760032008|
240378760032009|
240378760032010|
240378760032011|12150
240378760032012|
240378760041000|12150
240378760041001|12150
240378760041002|12150
240378760041003|12150
240378760041004|12150
240378760041005|12150
240378760041006|12150
240378760041007|12150
240378760041008|12150
240378760041009|12150
240378760041010|12150
240378760041011|12150
240378760041012|12150
240378760041013|12150
240378760041014|12150
240378760041015|12150
240378760041016|12150
240378760041017|12150
240378760041018|12150
240378760041019|12150
240378760041020|12150
240378760041021|12150
240378760041022|12150
240378760041023|12150
240378760041024|12150
240378760041025|12150
240378760041026|12150
240378760041027|12150
240378760041028|12150
240378760041029|12150
240378760041030|12150
240378760041031|12150
240378760041032|12150
240378760041033|12150
240378760041034|12150
240378760041035|12150
240378760041036|12150
240378760041037|12150
240378760041038|12150
240378760041039|12150
240378760041040|12150
240378760041041|12150
240378760042000|12150
240378760042001|12150
240378760042002|12150
240378760042003|12150
240378760042004|12150
240378760042005|12150
240378760042006|12150
240378760042007|12150
240378760042008|12150
240378760042009|12150
240378760042010|12150
240378760042011|12150
240378760042012|12150
240378760042013|12150
240378760042014|12150
240378760043000|12150
240378760043001|12150
240378760043002|12150
240378760043003|12150
240378760043004|12150
240378760043005|12150
240378760043006|12150
240378760043007|12150
240378760043008|12150
240378761011000|
240378761011001|
240378761011002|
240378761011003|
240378761011004|
240378761011005|
240378761011006|
240378761011007|
240378761011008|
240378761011009|
240378761011010|
240378761011011|
240378761011012|
240378761011013|
240378761011014|
240378761011015|
240378761011016|
240378761011017|
240378761011018|
240378761011019|
240378761011020|
240378761011021|
240378761011022|
240378761011023|
240378761011024|
240378761011025|
240378761011026|
240378761011027|
240378761011028|
240378761011029|
240378761011030|
240378761011031|
240378761011032|
240378761011033|
240378761011034|
240378761011035|
240378761011036|
240378761011037|
240378761011038|
240378761011039|
240378761011040|
240378761011041|
240378761011042|
240378761011043|
240378761011044|
240378761011045|
240378761011046|
240378761011047|
240378761011048|
240378761011049|
240378761011050|
240378761011051|
240378761011052|
240378761011053|
240378761011054|
240378761011055|
240378761011056|
240378761011057|69425
240378761011058|
240378761011059|69425
240378761011060|
240378761011061|
240378761011062|69425
240378761011063|69425
240378761011064|69425
240378761011065|69425
240378761011066|
240378761011067|76675
240378761011068|76675
240378761011069|69425
240378761011070|69425
240378761011071|69425
240378761011072|
240378761011073|69425
240378761011074|
240378761011075|
240378761011076|
240378761012000|12175
240378761012001|
240378761012002|
240378761012003|
240378761012004|
240378761012005|
240378761012006|
240378761012007|
240378761012008|12175
240378761012009|12175
240378761012010|12175
240378761012011|12175
240378761012012|
240378761012013|
240378761012014|
240378761012015|
240378761012016|
240378761012017|
240378761012018|
240378761012019|
240378761012020|
240378761012021|
240378761012022|
240378761012023|
240378761012024|
240378761012025|
240378761012026|
240378761013000|
240378761013001|
240378761013002|
240378761013003|
240378761013004|61875
240378761013005|
240378761013006|
240378761013007|61875
240378761013008|
240378761013009|
240378761013010|
240378761013011|
240378761013012|61875
240378761013013|76675
240378761013014|
240378761013015|61875
240378761013016|61875
240378761013017|61875
240378761013018|
240378761013019|61875
240378761013020|61875
240378761013021|61875
240378761013022|61875
240378761013023|61875
240378761013024|61875
240378761013025|61875
240378761013026|61875
240378761013027|76675
240378761013028|76675
240378761013029|76675
240378761013030|
240378761013031|76675
240378761013032|76675
240378761013033|76675
240378761013034|61875
240378761021000|
240378761021001|
240378761021002|
240378761021003|
240378761021004|
240378761021005|
240378761021006|
240378761021007|
240378761021008|
240378761021009|
240378761021010|
240378761021011|
240378761021012|
240378761022000|12175
240378761022001|12175
240378761022002|
240378761022003|
240378761022004|
240378761022005|12175
240378761022006|12175
240378761022007|
240378761022008|
240378761022009|
240378761022010|12175
240378761022011|12175
240378761022012|12175
240378761022013|12175
240378761022014|12175
240378761022015|
240378761022016|12175
240378761022017|
240378761022018|
240378761022019|
240378761022020|12175
240378761022021|12175
240378761022022|
240378761022023|12175
240378761022024|12175
240378761022025|12175
240378761022026|
240378761022027|
240378761022028|
240378762001000|
240378762001001|
240378762001002|
240378762001003|
240378762001004|
240378762001005|
240378762001006|
240378762001007|
240378762001008|
240378762001009|
240378762001010|
240378762001011|
240378762001012|
240378762001013|
240378762001014|
240378762001015|
240378762001016|
240378762001017|
240378762001018|
240378762001019|
240378762001020|
240378762001021|
240378762001022|
240378762001023|
240378762001024|
240378762001025|
240378762001026|
240378762001027|
240378762001028|
240378762001029|
240378762002000|
240378762002001|
240378762002002|
240378762002003|
240378762002004|
240378762002005|
240378762002006|
240378762002007|
240378762002008|
240378762002009|
240378762002010|
240378762002011|
240378762002012|
240378762002013|
240378762002014|
240378762002015|
240378762002016|
240378762002017|
240378762002018|
240378762002019|
240378762002020|
240378762002021|
240378762002022|
240378762002023|
240378762002024|
240378762002025|
240378762002026|
240378762002027|
240378762002028|
240378762002029|
240378762002030|
240378762002031|
240378762002032|
240378762003000|
240378762003001|
240378762003002|
240378762003003|
240378762003004|
240378762003005|
240378762003006|
240378762003007|
240378762003008|
240378762003009|
240378762003010|
240378762003011|
240378762003012|
240378762003013|
240378762003014|
240378762003015|
240378762003016|
240378762003017|
240378762003018|
240378762003019|
240378762003020|
240378762003021|
240378762003022|
240378762003023|
240378762003024|
240378762004000|
240378762004001|
240378762004002|
240378762004003|
240378762004004|
240378762004005|
240378762004006|
240378762004007|
240378762004008|
240378762004009|
240378762004010|
240378762004011|
240378762004012|
240378762004013|
240378762004014|
240378762004015|
240378762004016|
240378762004017|
240378762004018|
240378762004019|
240378762004020|
240378762004021|
240378762004022|
240378762004023|
240378762004024|
240378762004025|
240378762004026|
240378762004027|
240378762004028|
240378762004029|
240378762004030|
240378762004031|
240378762004032|
240378762004033|
240378762004034|
240378762004035|
240378762004036|
240378762004037|
240378762004038|
240378762004039|
240378762004040|
240378762004041|
240378762004042|
240378762004043|
240378762004044|
240378762004045|
240378762004046|
240378762004047|
240378762004048|
240378762004049|
240378762004050|
240378762004051|
240378762004052|
240378762004053|
240378762004054|
240378762004055|
240378762004056|
240378762004057|
240378762004058|
240378762004059|
240378762004060|
240378762004061|
240378762004062|
240378762004063|
240378762004064|
240378762004065|
240378762004066|
240378762004067|
240378762004068|
240378762004069|
240378762004070|
240378762004071|
240378762004072|
240379900000001|
240379900000002|
240379900000003|
240379900000004|
240379900000005|
240379900000006|
240379900000007|
240379900000008|
240379900000009|
240379900000010|
240379900000011|
240379900000012|
240379900000013|
240379900000014|
240399301011000|
240399301011001|
240399301011002|
240399301011003|
240399301011004|
240399301011005|
240399301011006|
240399301011007|
240399301011008|
240399301011009|
240399301011010|
240399301011011|
240399301011012|
240399301011013|
240399301011014|
240399301011015|
240399301011016|
240399301011017|
240399301011018|
240399301011019|
240399301011020|
240399301011021|64000
240399301011022|
240399301011023|
240399301011024|
240399301011025|
240399301011026|
240399301011027|
240399301011028|64000
240399301011029|
240399301011030|
240399301011031|
240399301011032|
240399301011033|
240399301011034|
240399301011035|
240399301011036|
240399301011037|
240399301011038|
240399301011039|
240399301011040|
240399301011041|
240399301011042|
240399301011043|
240399301011044|
240399301011045|
240399301011046|
240399301011047|
240399301011048|
240399301011049|
240399301011050|
240399301011051|
240399301011052|
240399301011053|
240399301011054|
240399301011055|
240399301011056|
240399301011057|
240399301012000|
240399301012001|
240399301012002|
240399301012003|64000
240399301012004|64000
240399301012005|
240399301012006|64000
240399301012007|
240399301012008|
240399301012009|64000
240399301012010|
240399301012011|64000
240399301012012|64000
240399301012013|64000
240399301012014|
240399301012015|64000
240399301012016|64000
240399301012017|64000
240399301012018|64000
240399301012019|64000
240399301012020|64000
240399301012021|64000
240399301012022|64000
240399301012023|64000
240399301012024|64000
240399301012025|64000
240399301012026|64000
240399301012027|64000
240399301012028|
240399301012029|
240399301012030|
240399301012031|
240399301012032|
240399301012033|64000
240399301012034|64000
240399301012035|
240399301012036|64000
240399301012037|64000
240399301012038|
240399301012039|64000
240399301012040|64000
240399301012041|64000
240399301012042|64000
240399301012043|64000
240399301012044|64000
240399301012045|64000
240399301012046|64000
240399301012047|
240399301012048|
240399301012049|
240399301012050|
240399301013000|
240399301013001|
240399301013002|
240399301013003|64000
240399301013004|
240399301013005|64000
240399301013006|64000
240399301013007|64000
240399301013008|64000
240399301013009|64000
240399301013010|64000
240399301013011|64000
240399301013012|64000
240399301013013|64000
240399301013014|64000
240399301013015|
240399301013016|
240399301013017|64000
240399301013018|64000
240399301013019|64000
240399301013020|
240399301013021|64000
240399301013022|64000
240399301013023|
240399301013024|
240399301013025|64000
240399301013026|64000
240399301013027|64000
240399301013028|
240399301013029|
240399301013030|
240399301013031|64000
240399301013032|64000
240399301013033|64000
240399301013034|64000
240399301013035|64000
240399301013036|64000
240399301013037|64000
240399301013038|64000
240399301013039|64000
240399301013040|64000
240399301013041|64000
240399301013042|64000
240399301013043|64000
240399301013044|64000
240399301013045|64000
240399301013046|64000
240399301013047|64000
240399301013048|
240399301013049|64000
240399301013050|64000
240399301013051|64000
240399301013052|64000
240399301013053|64000
240399301013054|64000
240399301013055|64000
240399301013056|64000
240399301013057|
240399301013058|
240399301013059|64000
240399301013060|
240399301013061|
240399301013062|
240399301013063|
240399301013064|
240399301013065|
240399301014000|24850
240399301014001|24850
240399301014002|24850
240399301014003|24850
240399301014004|
240399301014005|
240399301014006|
240399301014007|
240399301014008|
240399301014009|
240399301014010|
240399301014011|
240399301021000|64000
240399301021001|64000
240399301021002|64000
240399301021003|
240399301021004|64000
240399301021005|64000
240399301021006|64000
240399301021007|
240399301021008|
240399301021009|64000
240399301021010|64000
240399301021011|
240399301021012|
240399301021013|
240399301021014|
240399301021015|
240399301021016|
240399301021017|
240399301021018|
240399301021019|
240399301021020|
240399301021021|
240399301021022|
240399301021023|
240399301021024|
240399301021025|
240399301021026|
240399301021027|
240399301021028|
240399301021029|
240399301021030|
240399301021031|
240399301021032|
240399301021033|
240399301021034|
240399301021035|
240399301021036|
240399301021037|
240399301021038|
240399301021039|
240399301021040|
240399301021041|
240399301021042|
240399301021043|
240399301021044|
240399301021045|
240399301021046|
240399301021047|
240399301021048|
240399301021049|
240399301021050|
240399301022000|24850
240399301022001|24850
240399301022002|24850
240399301022003|24850
240399301022004|24850
240399301022005|24850
240399301022006|24850
240399301022007|24850
240399301022008|24850
240399301022009|24850
240399301022010|24850
240399301022011|
240399301022012|
240399301022013|
240399301022014|
240399301022015|
240399301022016|
240399301022017|
240399301022018|24850
240399301022019|24850
240399301022020|
240399301022021|
240399301022022|
240399301022023|
240399301022024|
240399301022025|64000
240399301022026|
240399301022027|
240399301022028|
240399301022029|64000
240399301022030|64000
240399301022031|
240399301022032|64000
240399301022033|64000
240399301022034|64000
240399301022035|
240399301022036|
240399301022037|64000
240399301022038|64000
240399301022039|
240399301022040|
240399301022041|
240399301022042|
240399301022043|64000
240399301022044|
240399301022045|
240399301022046|64000
240399301022047|
240399301022048|64000
240399301022049|64000
240399301022050|64000
240399301022051|
240399301022052|64000
240399301022053|64000
240399301022054|
240399301022055|
240399301022056|
240399301022057|
240399301022058|
240399301022059|
240399301022060|
240399301022061|
240399301022062|
240399301022063|
240399301022064|
240399301022065|
240399301022066|
240399301022067|64000
240399301022068|64000
240399301022069|64000
240399301022070|
240399301022071|24850
240399301022072|
240399301022073|
240399301022074|
240399301023000|
240399301023001|
240399301023002|
240399301023003|
240399301023004|
240399301023005|
240399301023006|54375
240399301023007|54375
240399301023008|54375
240399301023009|54375
240399301023010|54375
240399301023011|
240399301023012|54375
240399301023013|54375
240399301023014|54375
240399301023015|54375
240399301023016|54375
240399301023017|54375
240399301023018|54375
240399301023019|54375
240399301023020|54375
240399301023021|54375
240399301023022|54375
240399301023023|54375
240399301023024|54375
240399301023025|54375
240399301023026|54375
240399301023027|54375
240399301023028|54375
240399301023029|54375
240399301023030|
240399301023031|54375
240399301023032|54375
240399301023033|54375
240399301023034|54375
240399301023035|
240399301023036|
240399301023037|54375
240399301023038|54375
240399301023039|
240399302001000|22100
240399302001001|22100
240399302001002|
240399302001003|
240399302001004|
240399302001005|
240399302001006|
240399302001007|
240399302001008|
240399302001009|
240399302001010|
240399302001011|
240399302001012|
240399302001013|
240399302001014|
240399302001015|
240399302001016|
240399302001017|
240399302001018|
240399302001019|
240399302001020|
240399302001021|
240399302001022|
240399302001023|
240399302001024|
240399302001025|
240399302001026|
240399302001027|
240399302001028|
240399302001029|
240399302001030|
240399302001031|
240399302001032|
240399302001033|
240399302001034|
240399302001035|
240399302001036|
240399302001037|
240399302001038|
240399302001039|
240399302001040|22100
240399302001041|22100
240399302001042|22100
240399302001043|22100
240399302001044|22100
240399302001045|22100
240399302001046|22100
240399302001047|22100
240399302001048|22100
240399302001049|22100
240399302001050|22100
240399302001051|22100
240399302001052|22100
240399302001053|22100
240399302001054|22100
240399302001055|22100
240399302001056|
240399302001057|
240399302001058|
240399302001059|
240399302001060|
240399302001061|22100
240399302001062|22100
240399302001063|
240399302001064|22100
240399302001065|22100
240399302001066|
240399302001067|22100
240399302001068|22100
240399302001069|
240399302001070|
240399302001071|
240399302001072|
240399302001073|
240399302001074|
240399302001075|
240399302001076|
240399302001077|
240399302001078|
240399302001079|
240399302001080|72887
240399302001081|
240399302001082|
240399302001083|
240399302001084|
240399302001085|
240399302001086|
240399302001087|
240399302001088|
240399302001089|
240399302001090|
240399302001091|
240399302001092|
240399302001093|
240399302001094|
240399302001095|
240399302001096|
240399302001097|
240399302001098|
240399302001099|
240399302001100|
240399302001101|
240399302001102|
240399302001103|
240399302001104|
240399302001105|
240399302001106|
240399302001107|
240399302001108|
240399302001109|
240399302001110|
240399302001111|
240399302001112|
240399302001113|
240399302001114|
240399302001115|
240399302001116|
240399302001117|
240399302001118|
240399302001119|
240399302001120|
240399302001121|
240399302001122|72887
240399302001123|72887
240399302001124|72887
240399302001125|72887
240399302001126|72887
240399302001127|72887
240399302001128|72887
240399302001129|72887
240399302001130|72887
240399302001131|72887
240399302001132|72887
240399302001133|72887
240399302001134|72887
240399302001135|72887
240399302001136|72887
240399302001137|72887
240399302001138|72887
240399302001139|72887
240399302001140|72887
240399302001141|72887
240399302001142|72887
240399302001143|72887
240399302001144|72887
240399302001145|72887
240399302001146|72887
240399302001147|72887
240399302001148|72887
240399302001149|72887
240399302001150|72887
240399302001151|72887
240399302001152|72887
240399302001153|72887
240399302001154|72887
240399302001155|72887
240399302001156|72887
240399302001157|72887
240399302001158|72887
240399302001159|72887
240399302001160|72887
240399302001161|72887
240399302001162|72887
240399302001163|72887
240399302001164|72887
240399302001165|72887
240399302001166|72887
240399302001167|72887
240399302001168|72887
240399302001169|72887
240399302001170|72887
240399302001171|
240399302001172|
240399302001173|72887
240399302001174|72887
240399302001175|72887
240399302001176|
240399302001177|
240399302001178|
240399302001179|
240399302001180|
240399302002000|
240399302002001|
240399302002002|
240399302002003|
240399302002004|
240399302002005|
240399302002006|21550
240399302002007|15075
240399302002008|15075
240399302002009|21550
240399302002010|21550
240399302002011|21550
240399302002012|21550
240399302002013|21550
240399302002014|21550
240399302002015|21550
240399302002016|21550
240399302002017|
240399302002018|
240399302002019|
240399302002020|
240399302002021|
240399302002022|
240399302002023|
240399302002024|
240399302002025|
240399302002026|21550
240399302002027|21550
240399302002028|21550
240399302002029|21550
240399302002030|
240399302002031|21550
240399302002032|21550
240399302002033|21550
240399302002034|
240399302002035|
240399302002036|
240399302002037|
240399302002038|
240399302002039|
240399302002040|
240399302002041|
240399302002042|
240399302002043|
240399302002044|
240399302002045|
240399302002046|
240399302002047|
240399302002048|
240399302002049|
240399302002050|
240399302002051|
240399302002052|
240399302002053|
240399302002054|
240399302002055|
240399302002056|21550
240399302002057|21550
240399302002058|21550
240399302002059|21550
240399302002060|21550
240399302002061|21550
240399302002062|21550
240399302002063|21550
240399302002064|21550
240399302002065|21550
240399302002066|21550
240399302002067|21550
240399302002068|21550
240399302002069|21550
240399302002070|21550
240399302002071|15075
240399302002072|15075
240399302002073|15075
240399302002074|21550
240399302002075|21550
240399302002076|21550
240399302002077|21550
